  1.000000,-0.000000,0
  0.998508, 0.000868,0
  0.994038, 0.003432,0
  0.986605, 0.007571,0
  0.976232, 0.013090,0
  0.962953, 0.019722,0
  0.946811, 0.027131,0
  0.927859, 0.034927,0
  0.906161, 0.042671,0
  0.881791, 0.049881,0
  0.854843, 0.056048,0
  0.825429, 0.060649,0
  0.793880, 0.063199,0
  0.761158, 0.064883,0
  0.726804, 0.066388,0
  0.691026, 0.067669,0
  0.654046, 0.068684,0
  0.616092, 0.069394,0
  0.577399, 0.069764,0
  0.538208, 0.069765,0
  0.498762, 0.069371,0
  0.459310, 0.068563,0
  0.420098, 0.067329,0
  0.381374, 0.065662,0
  0.343382, 0.063565,0
  0.306362, 0.061046,0
  0.270549, 0.058122,0
  0.236170, 0.054822,0
  0.203441, 0.051177,0
  0.172570, 0.047232,0
  0.143750, 0.043034,0
  0.117163, 0.038641,0
  0.092972, 0.034110,0
  0.071328, 0.029506,0
  0.052364, 0.024890,0
  0.036194, 0.020323,0
  0.022914, 0.015865,0
  0.012605, 0.011565,0
  0.005325, 0.007467,0
  0.001116, 0.003604,0
  0.000000, 0.000000,0
  0.001967,-0.003219,0
  0.006987,-0.005934,0
  0.015025,-0.008141,0
  0.026029,-0.009840,0
  0.039927,-0.011035,0
  0.056630,-0.011729,0
  0.076031,-0.011934,0
  0.098011,-0.011662,0
  0.122431,-0.010934,0
  0.149143,-0.009774,0
  0.177982,-0.008213,0
  0.208774,-0.006288,0
  0.241332,-0.004040,0
  0.275460,-0.001517,0
  0.310954, 0.001233,0
  0.347601, 0.004158,0
  0.385181, 0.007204,0
  0.423467, 0.010320,0
  0.462231, 0.013456,0
  0.501238, 0.016567,0
  0.540251, 0.019610,0
  0.579035, 0.022550,0
  0.617353, 0.025357,0
  0.654971, 0.028008,0
  0.691657, 0.030486,0
  0.727187, 0.032779,0
  0.761340, 0.034883,0
  0.793905, 0.036795,0
  0.824019, 0.037823,0
  0.852264, 0.036782,0
  0.878615, 0.034038,0
  0.902856, 0.030024,0
  0.924781, 0.025181,0
  0.944196, 0.019941,0
  0.960927, 0.014717,0
  0.974825, 0.009884,0
  0.985765, 0.005767,0
  0.993650, 0.002630,0
  0.998409, 0.000667,0
  1.000000, 0.000000,0
